,Incident Name,County,Administrative Unit,Acres Burned,Crews Involved,Dozers,Engines,Fatalities,Helicopters,Injuries,Personnel Involved,Structures Damaged,Structures Destroyed,Structures Threatened,Water Tenders,Fire Started,Fire Extinguished,Longitude,Latitude,Incident ID
2434,Pilot Fire,Kern,Kern County Fire Department,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-12T17:37:56Z,2024-07-15 08:01:29+00:00,-119.242617,35.2928626,b1e1dde9-05f4-46c8-b539-dccd6d54dbe5
2435,Soda Fire,San Luis Obispo,Bureau of Land Management,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T09:24:44Z,2024-07-16 18:21:53+00:00,-119.531779,35.009077,597e7925-6013-4b71-a67a-ddaeec31b92a
2436,Hurricane Fire,"Kern, San Luis Obispo",Bureau of Land Management California,12703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T10:54:01Z,2024-08-10 07:20:05+00:00,-119.695667,35.199333,5d90917c-38cf-4ea9-86d6-e3a1d2728b0a
2437,White Fire,Kern,Kern County Fire Department,5646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T11:09:42Z,2024-08-10 07:35:46+00:00,-118.533425,34.963024,277af290-74fa-4b77-9f74-58b232a4f098
2438,2024 SQF Lightning Complex,"Kern, Tulare",Sequoia National Forest and Kern County Fire,33026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T12:34:56Z,2024-08-10 09:01:00+00:00,-118.311422,35.986772,bddf75c9-e5b6-4b7c-af80-a9f1dd57963b
2439,Minor Fire,Los Angeles,Los Angeles County Fire Department,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T13:38:54Z,2024-07-16 04:02:27+00:00,-118.253976,34.67478,5c4423ff-da1b-4b58-a72b-1fbeb4522da9
2440,Rancho Fire,Kern,Kern County Fire Department,9950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T15:07:27Z,2024-08-10 11:33:31+00:00,-118.746636,35.10343,6092d73f-828a-4218-b723-0449fb456861
2441,Packsaddle Fire,Tulare,Sequoia National Forest,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T15:27:39Z,2024-07-16 05:51:12+00:00,-118.429923,35.9273945,61215509-76e2-409a-b3df-71cb588e3387
2442,Rim Fire,Lassen,CAL FIRE Lassen-Modoc Unit,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T15:31:00Z,2024-07-22 18:01:00+00:00,-121.160755,40.90368,0c244aa0-4712-4a7c-93d6-42607825a950
2443,Quality Fire,Inyo,CAL FIRE San Bernardino Unit,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T18:17:30Z,2024-07-16T22:16:59Z,-118.057587,36.576457,8ff00a3e-f9a6-4c09-8aa0-5549f351312f
2444,Horse Fire (Previously 3-7),Lassen,CAL FIRE Lassen-Modoc Unit,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13T18:21:03Z,2024-07-22T22:53:14Z,-121.179979,40.9067636,5f6960bc-d915-41c0-8cf0-0a3b7f0af755
2445,Pickett Fire,Trinity,Six Rivers National Forest,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14T05:21:10Z,2024-07-16 19:44:43+00:00,-123.362,40.3464,cb115973-a1bd-4023-8445-3566116629e7
2446,Sentinel Fire,Fresno,Sequoia and Kings Canyon National Park,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14T09:10:06Z,2024-07-17 18:07:15+00:00,-118.663333,36.759833,d3a9b57f-dc1c-4640-ab42-727b3960b241
2447,Solar Fire,Monterey,CAL FIRE San Benito-Monterey Unit,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14T10:11:51Z,2024-07-17 00:35:24+00:00,-120.278024,35.856649,e336a3ee-7318-4439-bb9d-b23f325782e8
2448,Mcnab Fire,Mendocino,CAL FIRE Mendocino Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14T11:16:52Z,2024-07-17 01:40:25+00:00,-123.15297,39.041985,085e88f6-33b7-4aef-adea-cda9dc7ef7f4
2449,Laura Fire,Kern,Kern County Fire Department,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14T13:35:28Z,2024-07-19T22:39:43Z,-118.40739,35.56702,52f6d338-b396-418c-bff2-17c8ba9412fb
2450,Dewey Fire,Siskiyou,CAL FIRE Siskiyou Unit,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14T17:52:12Z,2024-07-18 02:49:21+00:00,-122.353169,41.765149,8a0cf23b-e02c-476b-83e4-11bafd022142
2451,Lost Hills Fire,Kern,Kern County Fire Department,4032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14T22:03:15Z,2024-07-20T22:10:32Z,-119.669093,35.636093,60b0ba42-478d-4089-8a27-43b33accb9ed
2452,Holloway Fire,Kern,Kern County Fire Department ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14T22:04:26Z,2024-07-17 12:27:59+00:00,-119.76107,35.6453,170e3b34-380c-4293-9b3e-d1bdd1763e6f
2453,Paradise Fire,Siskiyou,CAL FIRE Siskiyou Unit,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-15T14:32:34Z,2024-07-18 23:29:43+00:00,-122.516407,41.787938,89fb8816-bcd5-48ef-8ecb-7d762731225e
2454,5 Fire,Kern,Kern County Fire Department,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-15T16:26:26Z,2024-07-19T19:03:08Z,-119.779871,35.784624,d226687e-93d2-48ad-a17a-acbee0ac4efc
2455,Point Fire,Modoc,Modoc National Forest,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-15T18:26:31Z,2024-07-20T22:12:20Z,-121.369,41.7975,92340f74-78cc-4fe6-960b-eac31e21340c
2456,San Joaquin Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-15T22:03:34Z,2024-07-18 12:27:07+00:00,-122.684661,38.979194,c9806a95-09ca-4b22-97ae-a9f822608e6d
2457,Happy Fire,Fresno,Sequoia National Forest,12145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-16T09:18:46Z,2024-08-13 05:44:50+00:00,-118.738174,36.850037,4809d048-58f1-4e0e-af5e-59eaa93dc61c
2458,Hill Fire,"Humboldt, Trinity",Six Rivers National Forest,7224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-16T11:05:51Z,2024-08-14T04:48:59Z,-123.63975,40.7721611,915d22c2-22e8-4720-a486-196e23f31150
2459,Donomore Fire,Siskiyou,Rogue River-Siskiyou National Forest,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-16T16:56:10Z,2024-07-21T10:49:29Z,-122.90457,42.0083,aeab6c71-3acc-4c35-b6e4-4c171a33af62
2460,Willow Fire,Kern,Kern County Fire Department,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-16T17:04:46Z,2024-07-19T19:02:52Z,-118.257558,34.92221,f27ffd72-b167-4212-a4f9-a8f8099469e0
2461,Plantation Fire,Modoc,USFS - Modoc National Forest,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-17T11:40:20Z,2024-07-20 02:03:53+00:00,-120.341894,41.842269,6a7b4fc4-4246-4629-a001-f0a5e3bac50d
2462,Sloane Fire,San Diego,CAL FIRE San Diego Unit,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-17T17:17:53Z,2024-07-19T21:22:03Z,-116.803223,32.773489,2fedc823-b47c-4edb-8993-600bf99e2122
2463,Ducor 2 Fire,Tulare,Tulare County Fire Department,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-18T17:35:22Z,2024-07-20T22:11:37Z,-119.0507,35.96289,b952f0cd-8fc8-4877-bf93-a45d80474372
2464,Tire Fire,Fresno,FKU,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-18T18:52:22Z,2024-07-21 09:15:55+00:00,-120.267799,36.29538,dcfb3ac9-baa3-486e-885f-d15bf6e27afc
2465,Dorado Fire,Fresno,CAL FIRE Fresno-Kings Unit,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-18T21:38:48Z,2024-07-20T22:12:52Z,-120.211458,36.29802,888e269f-348c-47ce-8ed6-d95267d1dd9b
2466,Panoche Fire,San Benito,CAL FIRE San Benito-Monterey Unit,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19T11:46:31Z,2024-07-19T22:41:18Z,-120.876583,36.606754,f6ef4321-1db2-479e-a658-09174fb579cd
2467,Liberty Fire,San Joaquin, CAL FIRE Amador-El Dorado Unit,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19T14:27:56Z,2024-07-20T22:11:55Z,-121.0869519,38.2391935,fd9d5a58-d9d5-4904-90d0-0d85f3d6231e
2468,Fork Fire,Los Angeles,Angeles National Forest,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19T15:23:05Z,2024-07-28T22:33:39Z,-117.76113,34.239686,d3a2cf16-c3b9-499d-a6c7-4b8875998bb9
2469,Abbey Fire,San Bernardino,Bureau Of Land Management ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19T15:27:42Z,2024-07-21T10:49:48Z,-117.139626,34.083439,73ee0e93-b35e-43a0-9475-8a45aacbae1c
2470,Deer Fire,Los Angeles,Los Angeles County Fire Department,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19T15:57:35Z,2024-07-20T22:10:48Z,-118.063529,34.5938959,d24167a5-911d-433a-a1ba-cef5dca6aeb0
2471,La Tuna Fire,Los Angeles,Los Angeles County Fire Department,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19T17:39:12Z,2024-07-22 08:02:45+00:00,-118.30239,34.23514,edcab1ce-ee89-4005-b636-4ec33a32bd3f
2472,Lehi Fire,Placer,CAL FIRE Nevada Yuba Placer Unit,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19T18:18:33Z,2024-07-21T10:50:06Z,-121.156605,38.8807773,903c80ce-5474-4a5a-95f9-e5862b2856f1
2473,Lookout Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19T22:43:07Z,2024-07-21T20:24:11Z,-119.6859,37.3137,e02d609f-2db6-42a9-b929-368c1ffe018c
2474,Canyon Fire,Placer,CAL FIRE Nevada-Yuba-Placer Unit,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-20T07:02:47Z,2024-07-29 09:32:47+00:00,-120.952668,39.089369,ab16c24a-1523-416c-90ea-ac28798800c4
2475,Ridge Fire,"Colusa, Lake",CAL FIRE Sonoma-Lake-Napa Unit,2756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-20T16:26:18Z,2024-07-29 18:56:18+00:00,-122.457217,39.0329124,01c86c23-8d70-4c4e-9775-1ca094dfbbc7
2476,Tin Fire,Riverside,CAL FIRE Riverside Unit,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-20T17:15:07Z,2024-07-21T17:30:11Z,-117.461546,33.847742,dec6ffd5-3d2f-4357-9711-dab662722c58
2477,Rios Fire,Mendocino,CAL FIRE Mendocino Unit,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-20T17:51:09Z,2024-07-21T10:03:53Z,-123.344954,39.635533,008caaaa-8cea-4fb6-97a7-4cb95d750f0d
2478,Coyote Fire,Calaveras,CAL FIRE Tuolumne-Calaveras Unit,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-20T18:23:13Z,2024-07-21T14:18:57Z,-120.852597,38.031044,59ae65d6-def2-4848-8cad-5ebec969cc16
2479,Peach Fire,Monterey,CAL FIRE  San Benito-Monterey ,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-20T23:44:00Z,2024-07-24 08:41:09+00:00,-120.777302,36.1933173,ba712fe1-2523-473e-80ff-9bfbfdfa39dd
2480,Hawarden Fire,Riverside,City of Riverside Fire Department,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-21T13:37:01Z,2024-07-25T23:06:23Z,-117.3727011,33.9278521,130dd62c-2276-4356-9524-562236bfaff8
2481,Eagle Fire,Riverside,CAL FIRE Riverside Unit,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-21T14:14:17Z,2024-07-30 16:44:17+00:00,-117.502905,33.824352,56cc02b3-4dfb-4509-b3d2-c5bdb7481abd
2482,Canyon Fire,Stanislaus,CAL FIRE Santa Clara Unit,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-21T17:51:04Z,2024-07-25T12:16:25Z,-121.24303,37.47012,ff69211f-e39d-4974-8396-c50a46821bb5
2483,Wasioja Fire,Santa Barbara,Santa Barbara County Fire,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-21T19:03:00Z,2024-07-23T13:58:14Z,-119.782853,34.9842984,88190b2c-eb3e-4293-9a01-a18df2517dae
2484,Columbia Fire,Riverside,CAL FIRE Riverside Unit,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-22T08:14:35Z,2024-07-25 17:11:44+00:00,-117.32122,33.999524,04939a1e-e735-4c6f-8148-4ca8a58e263c
2485,Tar Fire,Kings,CAL FIRE Fresno-Kings Unit,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-22T11:24:38Z,2024-07-25 01:48:11+00:00,-120.154889,35.960403,683af4f3-37ca-4c1d-81f3-5348ffbfee2c
2486,Pencil Fire,Modoc,U.S. Forest Service-Modoc National Forest ,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-22T14:16:21Z,2024-07-28T22:35:49Z,-120.519727,41.80078,e3b62ab2-1900-45e2-a3c9-bbe45d96379a
2487,Gold Complex,Plumas,U.S. Forest Service-Plumas National Forest ,3007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-22T14:34:07Z,2024-08-04T23:08:08Z,-120.535158,39.726014,8ef9f3d7-125c-42a3-8654-f11eacb30b9d
2488,Juniper Fire,Riverside,CAL FIRE Riverside Unit,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-22T17:20:43Z,2024-07-25 07:44:16+00:00,-117.112942,33.757839,55bd9617-c8cc-4062-b75b-8ed05328605d
2489,Maria Fire,Calaveras,CAL FIRE Tuolumne-Calaveras Unit,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T00:29:55Z,2024-07-28T22:30:18Z,-120.656662,38.2856696,5002319c-73be-49c6-bd3e-ee8a2275b437
2490,Border 63 Fire,San Diego,CAL FIRE San Diego Unit,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T09:56:42Z,2024-07-25T12:16:06Z,-116.568589,32.59738,1fb7abf0-6d39-4453-8507-4ba02c7489b3
2491,Circle Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T12:36:19Z,2024-07-25T23:06:44Z,-119.65963,37.152487,07237a37-5e0e-44f9-9255-7442bd596f77
2492,Oakdale Fire,Merced,CAL FIRE Madera-Mariposa-Merced Unit,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T14:54:09Z,2024-07-26 23:51:18+00:00,-120.541611,37.430142,f7ed042a-a219-44ef-b856-a6ec000fc194
2493,Metz Fire,Monterey,CAL FIRE San Benito-Monterey Unit,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T15:13:43Z,2024-08-01 17:43:43+00:00,-121.199629,36.3404047,4f825f9d-08d2-4ad6-87fd-d5152ad6b4ce
2494,Cow Camp Fire,Mono,Humboldt/Toiyabe National Forest,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T15:40:13Z,2024-07-28T22:32:39Z,-119.074167,38.300167,852ed4e7-2505-41dc-9070-a71a0dce290a
2495,Beaver Fire,San Benito,CAL FIRE San Benito-Monterey Unit,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T16:09:45Z,2024-07-26 06:33:18+00:00,-120.802733,36.362544,6c0ae648-b287-4a3f-9c12-2c5f26494e86
2496,Harry Fire,Siskiyou,CAL FIRE Siskiyou Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T16:28:05Z,2024-07-25T12:15:21Z,-122.369802,41.673939,46a2ab3e-8d76-4f30-8453-248c47b99624
2497,R-6 Fire,Lassen,Bureau of Land Management,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T20:18:39Z,2024-07-26 10:42:12+00:00,-120.0485,40.914833,763e1a5b-4887-40e0-8289-1b5deb8feb10
2498,Acres Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-23T21:09:54Z,2024-07-25T12:15:44Z,-120.074549,37.081853,d524998a-1423-4088-a562-b5b511b6457b
2499,Borel Fire,Kern,"Sequoia National Forest
",59288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-24T12:59:10Z,2024-09-16T00:00:00Z,-118.6836,35.515,cdbc2cd1-1679-4161-9235-df8e7137efa1
2500,Grove 2 Fire,San Diego,CAL FIRE San Diego Unit,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-24T13:12:32Z,2024-07-28T22:36:35Z,-116.741601,33.409448,e35176e8-fbe8-451a-ba16-3bdddb7b83e0
2501,Horse Fire,Modoc,Unknown,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-24T13:43:25Z,2024-07-25T12:20:21Z,-121.304529,41.742143,55424dca-0bf0-48c6-a7d3-e892b8e7fafe
2502,Bullion Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced Unit,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-24T14:04:38Z,2024-07-27 04:28:11+00:00,-120.046081,37.51019,da3ce6fb-d828-4f22-bff2-ca124a86db5b
2503,Scales Fire,Tehama,CAL FIRE Tehama-Glenn Unit,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-24T14:20:16Z,2024-07-27 23:17:25+00:00,-122.283667,40.356228,b15dcd50-3ff0-4910-b004-2f6842ebc8fa
2504,Park Fire,"Butte, Tehama","CAL FIRE Butte Unit, CAL FIRE Tehama-Glenn Unit and Lassen National Forest",429603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-24T14:52:43Z,2024-09-30 04:17:27+00:00,-121.76168,39.7789,d9a0045f-b30c-490b-b181-5be460544947
2505,Flora Fire,Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-24T16:41:23Z,2024-07-28T22:29:06Z,-122.768983,38.590922,a40b4b2d-54ea-4aa7-8fa0-528c91bc8424
2506,Pentz Fire,Butte,CAL FIRE Butte Unit,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-24T19:33:53Z,2024-07-25T23:07:01Z,-121.680996,39.638817,c1545163-959e-4258-848c-3ffde697345a
2507,Hatchett Fire,Tulare,CAL FIRE Tulare Unit,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-25T08:58:56Z,2024-07-27 23:22:29+00:00,-118.934596,35.99271,20850293-7c71-4c60-8a88-678e79a05c7c
2508,Acorn Fire,Lake,Unified Command: CAL FIRE Sonoma-Lake-Napa Unit and Northshore Fire Protection District,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-25T12:54:34Z,2024-07-28T22:31:51Z,-122.87667,39.140133,c6511dca-4499-4bd1-9699-d7ae0ab5a588
2509,Lawton Fire,San Bernardino,CAL FIRE San Bernardino Unit,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-25T14:17:27Z,2024-07-25T23:07:45Z,-117.26745,34.042687,1542dc82-a61e-40fe-b01b-33dc2dc26773
2510,Simpson Fire,Fresno,Sequoia and Kings Canyon National parks,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-25T17:07:14Z,2024-09-02T10:45:00Z,-118.61484,36.98268,07012184-4968-49bf-af0b-5781e699efb6
2511,Macy Fire,Riverside,CAL FIRE Riverside Unit,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-25T17:43:22Z,2024-07-28T22:31:05Z,-117.383235,33.656742,0b9dcedc-4ba1-41d3-bd28-e3f794253336
2512,Flynn Fire,Alameda,CAL FIRE Santa Clara Unit,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-25T21:48:20Z,2024-07-28T22:34:42Z,-121.69605,37.724532,2e22d229-d659-4405-ba5b-6218fa1d8e57
2513,Victoria Fire,Los Angeles,Los Angeles County Fire Department,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-26T13:00:28Z,2024-07-29 03:24:01+00:00,-118.245656,34.50523,dd43c38f-a57b-496f-a935-d4b2c2cee574
2514,Lammers Fire,San Joaquin,South San Joaquin County Fire Authority,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-26T14:34:15Z,2024-07-29 04:57:48+00:00,-121.4764,37.7146,87afc01a-76e9-4e5a-84d0-1b4aa0ee6808
2515,Creek Fire,Alameda,CAL FIRE Santa Clara Unit,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-26T15:57:00Z,2024-08-04 18:27:00+00:00,-121.830534,37.515462,27b6f459-94a5-4f7e-953e-65ad6e5475eb
2516,Dockery Fire,Fresno,CAL FIRE Fresno-Kings Unit,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-26T21:14:13Z,2024-07-29 11:37:46+00:00,-119.601794,36.573716,058435b8-9372-466c-8073-fb8d34ba5ce0
2517,Riley Fire,Mendocino,CAL FIRE Mendocino Unit,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-27T10:47:34Z,2024-07-31T22:46:17Z,-123.590238,39.418982,3f6feca8-33d6-4a2f-ac4f-163cd64c2821
2518,Cosgrove Fire,Calaveras,CAL FIRE Tuolumne-Calaveras Unit,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-27T14:49:12Z,2024-07-28T22:26:34Z,-120.802822,38.222987,7f2f64d4-8a53-44a3-b2fd-043ce5857574
2519,Museum Fire,Riverside,CAL FIRE Riverside Unit,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-27T17:53:36Z,2024-07-30 08:17:09+00:00,-117.204108,33.856642,c76f540e-925a-48a7-8451-ff02c3705b49
2520,Walnut Fire,Riverside,CAL FIRE Riverside Unit,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-27T20:18:50Z,2024-07-31 05:15:59+00:00,-117.257982,33.826534,85f2400b-f8c9-461b-9a89-8e90dccd5196
2521,Border 65 Fire,San Diego,CAL FIRE San Deigo Unit,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-28T13:05:02Z,2024-07-31 22:02:11+00:00,-116.699961,32.576716,a7788f97-1255-400c-95de-3f73d38eff78
2522,Walker Fire,Riverside,CAL FIRE Riverside Unit,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-28T13:58:53Z,2024-07-31 22:56:02+00:00,-117.393766,33.731572,c3da896d-42a4-4fb1-abcb-cf17c701f03c
2523,Sunset Fire,Humboldt,CAL FIRE Humboldt-Del Norte Unit,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-28T14:27:07Z,2024-07-31 04:50:40+00:00,-124.362017,40.368506,c985d631-a65d-42f6-b4a3-5af4d804a21a
2524,Italian Fire,Fresno,Sierra National Forest,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-29T12:30:39Z,2024-11-03T11:52:00Z,-119.394,37.1336,2174967f-fd0d-4114-b887-f9d87de74dcb
2525,Nixon Fire,Riverside,CAL FIRE Riverside Unit,5222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-29T12:30:48Z,2024-08-26 08:56:52+00:00,-116.7805,33.4773,a899bdb4-c0c2-45d9-8310-39de98c4892a
