,Incident Name,County,Administrative Unit,Acres Burned,Crews Involved,Dozers,Engines,Fatalities,Helicopters,Injuries,Personnel Involved,Structures Damaged,Structures Destroyed,Structures Threatened,Water Tenders,Fire Started,Fire Extinguished,Longitude,Latitude,Incident ID
756,Bodega Fire,Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-27T13:30:00Z,2018-01-09T12:45:00Z,-122.71998,38.26294,d83bfb8a-f1e6-4213-b514-89fc16d2eb72
757,Canyon Fire,Riverside,CAL FIRE / USFS - Cleveland National Forest,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-27T14:51:00Z,2018-01-09T12:45:00Z,-117.3968,33.6444,78754c68-2800-4c5d-aff0-ab0b399ab5ce
758,Mines Fire,Alameda,CAL FIRE Santa Clara Unit,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-27T17:45:00Z,2018-01-09T12:45:00Z,-121.56425,37.56181,399dba2c-02c1-4756-a76d-1198d0e838ed
759,Hill Fire,Fresno,CAL FIRE / Fresno County Fire,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-27T18:47:00Z,2018-01-09T12:46:00Z,-119.28241,36.7279,386b7562-fe70-490b-a92c-a3c21eece0c2
760,Translator Fire,Humboldt,Shasta Trinity National Forest,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-28T08:01:00Z,2018-01-09T12:46:00Z,-123.63721,41.02705,18a2b3d6-d86e-4147-ab42-d45b8792e98a
761,Sandra Fire,Amador,CAL FIRE Amador-El Dorado Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-28T17:06:00Z,2018-01-09T12:46:00Z,-120.72274,38.34421,f3c1f59e-b0d5-4c14-976f-ae6c583b2224
762,Bradley Fire,Siskiyou,Shasta-Trinity National Forest,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-28T21:38:00Z,2018-01-09T12:46:00Z,-122.27499,41.222,f8cd3b44-ec6b-4338-9edc-ebd879a8aafc
763,Bradley Fire,Siskiyou,Shasta-Trinity National Forest ,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-28T22:00:00Z,2018-01-09T12:46:00Z,-122.292,41.222,59fae761-fd49-4f06-a2e9-1495c00eb7e9
764,Pier Fire,Tulare,CAL FIRE Tulare Unit / USFS - Sequoia National Forest,36556.0,28.0,22.0,138.0,0.0,7.0,5.0,1728.0,0.0,2.0,540.0,27.0,2017-08-29T08:29:00Z,2018-01-09T12:47:00Z,-118.74103,36.15356,c8ebf0c1-e560-4e22-a946-129af8699dfb
765,Railroad Fire,Madera,USFS - Sierra National Forest,12407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-29T12:19:00Z,2018-01-09T12:46:00Z,-119.64622,37.44663,9989e07d-5125-472d-9601-0d7158b13073
766,Ponderosa Fire,Butte,CAL FIRE / Butte County Fire,4016.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,0.0,0.0,2017-08-29T13:16:00Z,2018-08-30T15:27:00Z,-121.30209,39.57701,7c9253af-4c43-41bb-b1de-44af15e0d83e
767,Mud Fire,Lassen,Bureau of Land Mangement ,6042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-29T14:36:00Z,2018-01-09T12:47:00Z,-120.22215,40.43962,b77ff66d-d8ee-49c9-bd0f-92a4350a095a
768,Slinkard Fire,Mono,Bureau of Land Management - Owens Valley District ,8925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-29T15:15:00Z,2018-01-09T12:47:00Z,-119.55425,38.655,71ea2924-bc37-44f4-b454-47eff22e426c
769,Owens Fire,Siskiyou,CAL FIRE Siskiyou Unit,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-29T15:39:00Z,2018-01-09T12:47:00Z,-121.90077,41.99483,62b8a6af-700a-4c93-85d5-a9b85a30faf5
770,R-4 Fire,Lassen,BLM Northern California District ,18618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-30T08:30:00Z,2018-01-09T12:48:00Z,-119.93499,40.69573,49757269-445f-4525-8698-858d8e0a5398
771,4-4 Fire,Modoc,CAL FIRE Lassen-Modoc Unit,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-30T11:38:00Z,2018-01-09T12:48:00Z,-120.36659,41.4844,5e01dba8-3d59-41a6-ba60-d78d874eba42
772,4-10 Fire,Modoc,CAL FIRE Lassen-Modoc Unit,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-30T14:50:00Z,2018-01-09T12:48:00Z,-120.31814,41.64469,182f71e9-0f85-4cb0-8711-ee14c0b6b8f8
773,Pleasant Fire,Nevada,CAL FIRE Nevada-Yuba-Placer Unit,392.0,1.0,1.0,2.0,0.0,0.0,1.0,48.0,1.0,0.0,0.0,1.0,2017-08-30T15:38:00Z,2018-01-09T12:48:00Z,-121.12004,39.34292,f571f91e-bc07-450c-8822-3ecc61a27863
774,Coalinga Fire,Fresno,CAL FIRE Fresno-Kings Unit,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-30T16:51:00Z,2018-01-09T12:48:00Z,-120.32685,36.36113,4adae6c4-71c9-46d1-9743-e04f186b2c3e
775,Helena - Fork Fire,Trinity,Shasta-Trinity National Forest,21846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-30T18:00:00Z,2018-01-09T12:49:00Z,-123.10003,40.76025,220a986e-6d2c-4893-9473-232d1e1abf0c
776,Marlborough Fire,Riverside,CAL FIRE/Riverside County Fire Department,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-31T10:13:00Z,2018-01-09T12:49:00Z,34.015742,117.337331,7bc10ea0-55b4-40bd-8eca-36ec10106528
777,Miller Fire,Humboldt,CAL FIRE/Humboldt-Del Norte Unit,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-31T13:57:00Z,2018-01-09T12:49:00Z,-123.64214,40.03697,62a6c794-97db-4b57-9033-958bcf2e5a99
778,Castaic Fire,Los Angeles,Los Angeles County Fire,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-08-31T16:32:00Z,2018-03-22T16:34:00Z,-118.62882,34.52055,1e9d7aca-8862-4dff-a8af-5f687afdfda0
779,Border Fire,San Diego,CAL FIRE San Diego Unit,130.0,10.0,3.0,20.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,7.0,2017-09-01T04:20:00Z,2018-01-09T12:50:00Z,-116.76997,32.6001,10a447c8-708f-44a3-8679-251500c761d6
780,Hopper Fire,Shasta,CAL FIRE Shasta-Trinity Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-01T11:21:00Z,2018-01-09T12:49:00Z,-122.02525,40.71923,406e30d2-2ac0-4c0b-998c-761adde20177
781,La Tuna Fire ,Los Angeles,"LA City, Burbank Fire Department",7194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-01T13:26:00Z,2018-01-09T12:49:00Z,-118.2674,34.22957,c2bf9820-7e90-43c4-bd3d-1b26ef7ada51
782,Caldwell Fire,Kern,Sequoia National Forest,1319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-01T14:37:00Z,2018-01-09T12:50:00Z,-118.406,35.76,340e471a-a37e-47dd-90da-6c9f35b7eb3b
783,Palmer Fire,Riverside,CAL FIRE Riverside Unit,3800.0,8.0,2.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-02T13:33:00Z,2018-01-09T12:50:00Z,-117.09984,33.97471,cfa04438-152b-4f4b-a712-4343af8c7fcf
784,Parkfield Fire,Fresno,CAL FIRE Fresno-Kings Unit,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-03T09:23:00Z,2018-01-09T12:51:00Z,-120.52189,36.09486,a983c540-b47c-4250-a65d-c5d3d76c9b3b
785,Mission Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2017-09-03T13:06:00Z,2018-01-09T13:18:00Z,-119.48067,37.21616,297d6516-ce4f-407d-93f8-9669dc6fd392
786,Peak Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced Unit,680.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2017-09-03T13:10:00Z,2018-01-09T12:51:00Z,-119.83556,37.37397,c7a0a280-17c9-409b-85f9-fdda301b6ede
787,Creek Fire,Stanislaus,Stanislaus National Forest ,1749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-03T16:23:00Z,2018-01-09T12:50:00Z,-119.941,38.12,7f33fd28-9a93-438b-84ca-0e57e7c441f4
788,Margarita Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-03T16:59:00Z,2018-01-09T12:50:00Z,-120.50886,35.31886,17cd878b-0d5d-49ff-b205-7e0203908f4c
789,Bally Fire,Santa Clara,CAL FIRE Santa Clara Unit/Gilroy Fire Dept,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-03T19:17:00Z,2018-01-09T12:50:00Z,-121.59899,36.99092,7b02d757-4f96-4616-99d5-04e4eaa34440
790,Mills File,Plumas,Plumas National Forest,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-03T20:32:00Z,2018-01-09T13:18:00Z,-120.9204,40.13278,ba20d998-185c-48ac-8006-15aadf4d3106
791,Mule Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-05T14:55:00Z,2018-01-09T13:19:00Z,-122.49327,39.01748,180ea977-b5c2-483d-b9f4-c2f8b8b05ebe
792,Eureka Fire,Plumas,Plumas National Forest ,2575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-05T18:38:00Z,2018-01-09T13:18:00Z,-120.75485,39.75312,47988f74-d4bd-4ddd-814e-22ebc2ca5ccf
793,Rattlesnake Fire,Mariposa,Yosemite National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-07T15:00:00Z,2018-01-09T13:19:00Z,-119.78256,37.73596,e21384c7-8060-4336-9a71-a006330d9939
794,Border 9 Fire,San Diego,CAL FIRE / San Diego County Fire Authority ,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-07T15:41:00Z,2018-01-09T13:19:00Z,-116.61609,32.59252,d0b51e42-5558-47c9-8617-34f6f977ab79
795,Ellie Fire,Riverside,CAL FIRE / Riverside County Fire,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10T13:49:00Z,2018-01-09T13:19:00Z,-117.33364,33.73547,99a7ed51-e64a-4aa9-b8ba-6a9ae4752db0
796,Berry Fire,Shasta,CAL FIRE Shasta-Trinity Unit,900.0,14.0,1.0,15.0,0.0,2.0,3.0,317.0,0.0,0.0,0.0,3.0,2017-09-11T06:58:00Z,2018-01-09T13:21:00Z,-121.81623,40.98352,4a015862-8ac1-4c91-aa4c-c9831630b75a
797,Shaver Fire,Fresno,CAL FIRE / Fresno County Fire,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-11T10:00:00Z,2018-01-09T13:19:00Z,-119.32109,37.10067,e1a5b757-2bc1-440f-b3d1-06cd41171775
798,Pine Fire,Monterey,CAL FIRE San Benito-Monterey Unit,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-11T15:11:00Z,2018-01-09T13:19:00Z,-120.87609,36.17297,ed4e06ba-6d17-459a-831a-9b15a9bd116e
799,Skeggs Fire,San Mateo,CAL FIRE San Mateo-Santa Cruz Unit ,50.0,4.0,0.0,5.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,2017-09-11T19:41:00Z,2018-01-09T13:20:00Z,-122.3001,37.41591,81b26bc7-7d65-4591-9d27-4e698cab4f12
800,Hole Fire,Del Norte,Six Rivers National Forest,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-12T12:45:00Z,2018-01-09T13:20:00Z,-124.01168,41.98128,59d6fc84-0d58-4e29-b910-1993dba51b3a
801,Skeleton Fire,Lake,Mendocino National Forest,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-12T14:36:00Z,2018-01-09T13:20:00Z,-122.85194,39.44543,089f95f8-8834-4cc6-87c7-15cb1aeca7b8
802,Slides Fire,Lake,USFS - Mendocino National Forest,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-12T16:08:00Z,2018-01-09T13:20:00Z,-123.03344,39.42604,ab08cb64-67c4-4e7d-8081-b5574131f755
803,Pacific Fire,Butte,CAL FIRE/Butte County Fire,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-12T17:24:00Z,2018-01-09T13:21:00Z,-121.60683,39.44257,ea832344-b0c6-4443-b5f0-457c462d911c
804,Buck Fire,Trinity,Shasta Trinity National Forest,13417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-12T17:42:00Z,2018-01-09T13:21:00Z,-123.03583,40.2275,7cc06465-bf2a-4df2-a68d-5f330e1cea42
805,French Fire,El Dorado,CAL FIRE Amador-El Dorado Unit,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-17T15:18:00Z,2018-01-09T13:21:00Z,-120.915,38.5758,f7a51800-b219-428c-aef0-ee5fa5de4d64
806,Eastman Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-18T16:04:00Z,2018-01-09T13:21:00Z,-120.015509,37.14624,32d7eab5-d948-4be0-af69-b233e311d2b9
807,Table Fire,Tuolumne,CAL FIRE Tuolumne-Calaveras Unit,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-19T00:22:00Z,2018-03-26T10:49:00Z,-120.504134,37.896778,38c666cb-6545-428f-985d-a2589dfb3700
808,Grape Fire,Mendocino,CAL FIRE Mendocino Unit,146.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2017-09-19T13:02:00Z,2018-01-09T13:22:00Z,-123.1362,39.02482,efa1dc61-85e3-4fb6-b6f6-04c3845d9ca6
809,Corral Fire,Alameda,Unified Command: Alameda County Fireand CAL FIRE Santa Clara Unit,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-19T14:05:00Z,2018-04-05T10:48:00Z,-121.49925,37.63358,19ada70e-4932-449c-8483-d65685995487
810,Murphy Fire,Fresno,CAL FIRE Fresno-Kings Unit,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-19T19:47:00Z,2018-01-09T13:23:00Z,-120.31598,36.24653,a8567989-a0c5-4c31-9012-82f99d76129f
811,Huasna Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-20T13:41:00Z,2018-01-09T13:23:00Z,-120.39387,35.12269,c64e288e-d258-45e0-8357-b7a7289c0b92
812,Dexter Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-20T14:53:00Z,2018-01-09T13:23:00Z,-120.15846,37.76888,04b4caff-a62d-465b-b9a7-81986f91c0c3
813,Power Fire,Madera,CAL FIRE Madera-Mariposa-Merced Unit,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-20T21:07:00Z,2018-01-09T13:23:00Z,-120.90462,36.94652,e7cb239e-7d9e-440d-ba5a-c6881406ce95
814,Estate Fire,Solano,CAL FIRE Sonoma-Lake-Napa Unit,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2017-09-23T11:05:00Z,2018-01-09T13:23:00Z,-122.0041,38.4446,c9009967-c0c1-47d3-b2eb-47b2d7a5da0e
815,Cove Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-23T15:40:00Z,2018-01-09T13:23:00Z,-121.04445,35.76343,92fc9725-ac49-4632-8bbf-e299483940b8
816,32 Fire,Butte,CAL FIRE / Butte County Fire,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-25T11:03:00Z,2018-01-09T13:24:00Z,-121.7127,39.8255,cf38fe5e-29ca-498d-bc9c-d3f2fd8ff883
817,Canyon Fire,Orange,CAL FIRE Riverside / USFS / Orange County Fire Authority / Anaheim Fire / Corona Fire Department,2662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-25T13:03:00Z,2018-03-28T11:36:00Z,-117.68598,33.8668,0176a674-c102-4854-92af-7d09aa3e1430
818,Edwards Fire,Alameda,Oakland City Fire Department,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-26T12:22:00Z,2018-01-09T13:25:00Z,-122.169,37.77982,c4f61042-d1ef-4d00-956d-785368ee34ca
819,Jasper Fire,Yuba,Wheatland Fire Protection District ,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-26T15:20:00Z,2018-01-09T13:25:00Z,-121.40947,39.03168,ab42234a-7930-4636-8af5-3fc11ca8b34d
820,Poly Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-26T15:30:00Z,2018-01-09T13:26:00Z,-120.65279,35.3024,cb3599f6-751d-4072-8db1-6e366ac603c9
821,Linne Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-26T16:45:00Z,2018-01-09T13:26:00Z,-120.56068,35.5956,98bf51ea-bf23-40a3-b95e-4b795baced3e
822,Lion Fire,Tulare,USFS - Sequoia National Forest,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-27T14:00:00Z,2018-01-09T13:27:00Z,-118.48555,36.27138,f2e55878-e387-412b-a067-dadc649bed43
823,Soda Fire,Butte,CAL FIRE / Butte County Fire,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-28T14:46:00Z,2018-01-09T13:27:00Z,-121.56858,40.07613,01202971-a157-41f8-91cc-cf7c3b8f9473
824,Rucker Fire,Santa Barbara,Santa Barbara County Fire,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-29T14:42:00Z,2018-01-09T13:28:00Z,-120.4393,34.67403,f839c34f-de3b-4e79-9b4f-e3502557d32b
825,Lakewood Fire,Kern,Kern County Fire,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-29T15:58:00Z,2018-01-09T13:29:00Z,-118.46734,35.59302,62a5257e-a841-4f7a-ae19-52aa89570bd9
826,Melba Fire,Riverside,CAL FIRE / Riverside County Fire,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-29T18:01:00Z,2018-01-09T13:28:00Z,-117.10301,33.74925,58533f37-ed81-4ac4-89e9-b4088684d9e7
827,Timm Fire,Solano,CAL FIRE Sonoma-Lake-Napa Unit,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-02T09:37:00Z,2018-01-09T13:29:00Z,-121.97233,38.43658,03d74bbd-627c-47af-a2e9-5351e6e16f6a
828,Ramblin Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced Unit,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-03T11:44:00Z,2018-01-09T13:29:00Z,-119.87465,37.41231,273d1f78-c432-46c0-8969-26c3f936cc65
829,36 Fire,Tehama,CAL FIRE Tehama-Glenn Unit ,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-03T16:22:00Z,2018-01-09T13:29:00Z,-122.24731,40.20077,bc12dbf6-db36-4dcf-86d6-84d3beb14cad
830,Ridge Fire,Lake,CAL FIRE Sonoma-Lake-Napa Unit,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-06T14:38:00Z,2018-01-09T13:29:00Z,-122.576,39.15016,2049dbb6-1a87-4d9d-abde-092d35072934
831,Fort Fire,Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-07T20:00:00Z,2018-01-09T13:30:00Z,-123.24713,38.51937,fc87e089-36dc-4314-8321-7d91e7eead21
832,Lobo Fire (Wind Complex),Nevada,CAL FIRE Nevada-Yuba-Placer Unit,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,2017-10-08T00:01:00Z,2018-02-09T09:51:00Z,-121.12792,39.24549,29c37ab7-3af9-458f-b6d3-72023a8c1046
833,Jones Fire,Shasta,CAL FIRE Shasta-Trintiy Unit,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-08T04:53:00Z,2018-01-09T13:31:00Z,-122.24199,40.70627,6ab80358-cb3c-4e2a-85da-0cd77003fc12
834,Freeway Fire,Tehama,CAL FIRE Tehama-Glenn Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-08T12:15:00Z,2018-01-09T13:31:00Z,-122.255,40.24789,e3ed6829-5211-436a-8e32-ec617c3ebc83
835,Blue Fire,Humboldt,CAL FIRE Humboldt-Del Norte Unit,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-08T16:40:00Z,2018-01-09T13:30:00Z,-123.96844,40.88516,e2c1718a-40e5-4139-a379-011c77f021bd
836,Cherokee Fire,Butte,CAL FIRE Butte Unit,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,6.0,0.0,0.0,2017-10-08T21:45:00Z,2018-02-09T09:48:00Z,-121.52966,39.62496,adf929a5-d508-4f69-8845-8fa1df8d4f95
837,Tubbs Fire (Central LNU Complex),"Napa, Sonoma",CAL FIRE Sonoma-Lake-Napa Unit,36807.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,317.0,5636.0,0.0,0.0,2017-10-08T21:45:00Z,2018-02-09T09:27:00Z,-122.62879,38.60895,82c2aafa-ef04-49f0-a172-0dfa8a15582e
838,Cascade Fire (Wind Complex),Yuba,CAL FIRE Nevada-Yuba-Placer Unit,9989.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,264.0,0.0,0.0,2017-10-08T23:03:00Z,2018-02-09T09:39:00Z,-121.4021,39.32198,608ed849-d1ec-4b0d-a477-d1b8e9c7e6dd
839,Redwood Valley Fire (Mendocino Lake Complex),Mendocino,CAL FIRE Mendocinio Unit,36523.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,44.0,546.0,0.0,0.0,2017-10-08T23:36:00Z,2018-02-09T08:56:00Z,-123.16635,39.24873,c229ea5c-2ebd-4f80-892e-fc5da8a1eeea
840,Partrick Fire (Central LNU Complex),Napa,CAL FIRE Sonoma-Lake-Napa Unit,8283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-08T23:48:00Z,2018-01-09T13:33:00Z,-122.39052,38.31802,36d55b1a-a2f4-4f40-b57c-48341bb2ace5
841,McCourtney Fire (Wind Complex),Nevada,CAL FIRE Nevada-Yuba-Placer Unit,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,2017-10-09T00:00:00Z,2018-02-09T09:52:00Z,-121.08406,39.19325,9a2b8ac1-41f4-4f98-a4e1-9b5ddee37251
842,LaPorte Fire (Wind Complex),Butte,CAL FIRE/Butte County Fire,6151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,0.0,0.0,2017-10-09T00:57:00Z,2018-02-09T09:50:00Z,-121.40613,39.39455,4ca0e06c-4e6e-4e00-a4a4-6813e3200bd5
843,Point Fire,Calaveras,CAL FIRE Tuolumne-Calaveras Unit,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2017-10-09T01:10:00Z,2018-01-09T13:33:00Z,-120.52953,38.40234,f30518d1-83ef-440c-8058-d4189bfedab7
844,Pressley Fire (Central LNU Complex),Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-10-09T01:30:00Z,2018-01-09T13:34:00Z,-122.64001,38.36685,15b21d31-eadf-47bb-a030-20c531b3077b
845,Pocket Fire (Central LNU Complex),Sonoma,CAL FIRE Sonoma-Lake-Napa Unit,17357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2017-10-09T08:30:00Z,2018-02-09T09:32:00Z,-122.90939,38.76549,0de36981-b31f-45c7-befd-1596f982e7db
846,Canyon 2 Fire,Orange,"Unified Command: CAL FIRE, Orange County, Anaheim City and Orange City",9217.0,13.0,8.0,51.0,0.0,1.0,4.0,677.0,55.0,25.0,0.0,1.0,2017-10-09T09:51:00Z,2018-04-05T10:47:00Z,-117.70975,33.87041,969c721c-5f27-41d4-9a94-ffa12e351204
